timestamp,content,label
2025/3/27 14:42,法治社会，应严惩此类威胁恐吓行为，还博主及周边居民安宁。,0
2025/3/27 14:46,太嚣张了,1
2025/3/27 14:46,应该严惩,1
2025/3/27 14:47,法网恢恢,0
2025/3/27 15:32,这是咱锦州的黑老大吗？,1
2025/3/27 17:11,这个报道的时间线有点乱啊,0
2025/3/27 17:20,啊？宾馆，强奸，到底是强奸被迫还是在宾馆自愿啊？,1
2025/3/27 17:25,我就想问 诬告不立案 是不是也可以控告渎职啊？,0
2025/3/27 17:40,妈诶，你们自己读读你们写的新闻能读懂吗，什么乱七八糟的，新闻工作者能不能好好写写文字。,1
2025/3/27 17:43,甘肃这地方可以直接拉黑了 没有去旅游的意义 频繁的发生 在校女生被侵害 这又来个不构成犯罪 呵呵,1
2025/3/27 18:30,稀奇吗……,0
2025/3/27 18:43,qnmd,1
2025/3/27 18:49,写的文笔通畅了就露馅了，这帮人渣！,1
2025/3/27 19:04,不予立案的标准是啥？,0
2025/3/27 19:06,真的是无奇不有……,0
2025/3/27 19:13,这真的是正规的媒体人写的吗,1
2025/3/27 19:15,不予立案？？？强奸了还不予立案？？理由呢,1
2025/3/27 19:17,你这表达,0
2025/3/27 19:17,这是。25年该有的新闻？,0
2025/3/27 19:21,服了,1
2025/3/27 19:26,建议把这人送去捡肥皂,1
2025/3/27 19:26,写了个什么啊，,1
2025/3/27 19:35,刚看完佤邦枪毙一个强奸未成年的,0
2025/3/27 19:35,转发微博,0
2025/3/27 19:36,蛀虫和畜牲真多,1
2025/3/27 19:37,到底是三人还是四人？,0
2025/3/27 19:38,经得起历史检验吗,0
2025/3/27 19:38,支持死刑,1
2025/3/27 19:39,调离有啥用，直接开除自己找工作去啊,1
2025/3/27 19:39,难以想象,0
2025/3/27 19:42,这新闻写的怎么乱七八糟,1
2025/3/27 19:42,写的什么乱七八糟的,1
2025/3/27 19:43,转发微博,0
2025/3/27 19:44,处分就完事,1
2025/3/27 19:45,转发微博,0
2025/3/27 19:45,额……,0
2025/3/27 19:45,#女孩遭强奸案民警被控渎职不予立案#,0
2025/3/27 19:45,调离 懂吗 同志还是好同志 还得到别处发光发热呢,0
2025/3/27 19:46,印度新闻,0
2025/3/27 19:47,好恶心啊,1
2025/3/27 19:48,轮奸不立案，这警察胆真大啊,1
2025/3/27 19:48,4成年人，3家宾馆，精神小妹约p呗，这个“强奸”是12岁年龄问题，其实是自愿主动但被家里人发现了,1
2025/3/27 19:50,不予立案的案例看过太多了，亲眼见到的也有，只能说都应该判刑,1
2025/3/27 19:51,你说出了我们都不敢说的 真话,0
2025/3/27 19:51,转发微博,0
