timestamp,content,label
2025/2/14 5:51,有人带节奏，那会老师和母亲都被网爆了，但是网暴母亲更有卖点，网络真的很可怕，少评论这种事情。按法律正常流程走就好了,1
2025/2/14 19:32,2025年过来看看,0
2025/2/15 4:31,驾照拿得太容易[抠鼻],1
2025/2/15 10:53,谁能保证证人证词说的都是事实呢，如果有违心话又该如何辨别啊[捂脸],0
2025/2/15 15:46,该重新考一下驾照了吧？等车不挂空挡，也是厉害,1
2025/2/16 12:10,我觉得家属谅解也没问题，不谅解人家也不会枪毙啊，毕竟不是故意,0
2025/2/17 17:57,去年都没刷到[衰],0
2025/2/18 17:49,女士还是不要碰手动挡的汽车，太危险了,1
2025/2/18 23:36,我等红绿灯都是N挡，拉手刹,0
2025/2/21 9:21,"为什么不朝一旁冲
虽然不一定是好的，但一定比现在这个结果好。",0
2025/2/21 15:15,女的开自动挡的一定要一直打开节能模式，不开的话踩油门就直接冲出去，开了踩油门会有一定时间的缓冲,0
2025/2/22 13:24,还有的人贩子都会直接把老人无视掉，直接偷孩子[流泪],1
2025/2/25 16:30,这样故意的，让他赔280万做无期徒刑,1
2025/2/25 21:22,"面包车经过时应该提醒一下大货车，“
你后面有人”",0
2025/2/26 5:53,建议新手上路找个没人的路多练练刹车和变道看后视镜的肌肉记忆,0
2025/2/27 9:11,为什么当父母不需要考试，做其他的都要考试,0
2025/2/27 16:01,常常想起这对母子 美丽的妈妈可爱的孩子,0
2025/2/27 20:02,一定不要让小孩反着坐，或者侧身朝一边坐。反着坐车辆稍微侧一点。小孩就特别容易掉下去，一定要正着坐抱住大人。,0
2025/2/28 9:52,这个妈妈也是太善良了,0
2025/2/28 10:16,碰上不探望、不垫付、不接触，搞三不原则的肇事者，如何保障受害的行人,0
2025/2/28 12:31,这一刻，女孩的生命已经进入了倒计时，，痛心,0
2025/2/28 15:48,历史会记得,0
2025/2/28 19:59,感谢帝豪起步慢,0
2025/2/28 20:02,父母责任也很大[机智],0
2025/2/28 20:21,这里我想说个事。现在仍然有很多学校，老师下班和学生放学一起出校门，且老师驾驶机动车，屡见不鲜。校园隐患怎么查？查的就是行为操守！,0
2025/2/28 21:23,為什麼其他司機不去警告小孩離開馬路回行人道?,0
2025/3/1 1:23,摩托车自己曾上去的不是吗,0
2025/3/1 18:20,我真想知道之前那些骂人键盘侠是啥反应,1
2025/3/1 20:57,我们这边好多家长骑车带着孩子根本不遵守交通规则的，哎,0
2025/3/1 23:00,司机是个好人,0
2025/3/2 6:49,找媳妇儿智商很重要,1
2025/3/2 16:27,那些网暴的应该也从严处理,1
2025/3/3 13:33,我想去烤驾照，我老公不让，说好多女司机少根筋，我感觉我也一样，[捂脸]算了，为大家都好不考了，,0
2025/3/3 16:11,出事就是那么一瞬间的事，如果孩子放学和同学在校门口说上几分钟话，也许就躲过了灾难[流泪],0
2025/3/4 13:29,加个油门，冲前面土堆上，不过那时候脑瓜子考虑不到那么多,1
2025/3/4 13:55,我停车也挂D[泪奔],0
2025/3/4 20:30,怎么成民事了？死人了应该是负责刑事责任。,1
2025/3/4 23:48,这个安全 不会开就会熄火 慌了也会熄火[看],0
2025/3/5 2:05,希望可以出一个科目五，手脚不协调，脑子反应慢的终身禁驾,1
2025/3/5 10:31,这个案子谁立案的，谁批准的都要负法律责任！,1
2025/3/5 16:53,加大惩罚力度 马路杀手太多了,0
2025/3/5 16:54,我买电动车的时候，别人推荐我买艾玛或者雅迪的，我觉得它们的样子质量都还行，到旁边小刀电动车店里又去转了一下，一比较才发现小刀的电动车有倒车的功能，其他牌子的电动车没有，考虑了一下买了小刀的电动车，有倒车功能的话倒车的时候车子可以快速的后退，很方便。,0
2025/3/5 22:05,这种拿了谅解应该是缓刑,0
2025/3/6 10:28,娶个聪明的老婆 很重要！,0
2025/3/7 11:21,车立刻扔掉 拉着三个孩子立马下来往后跑 不犹豫那一会儿 应该来得及吧[闭嘴],1
2025/3/7 20:40,女生开自动挡，太吓人了，把油门当刹车,1
2025/3/7 21:55,我经历过一次，也是带着我女儿，不管我怎么叫，它都往后倒，幸亏后面得汽车打“滴”声，才免遭难，现在想想都害怕，可怜这一家人了[流泪][流泪],0
2025/3/8 15:07,知道自己不适合开车，不碰车也是一种善良，比如我，我就是不相信自己技术，我连驾照都不拿[不你不想],0
2025/3/9 14:40,我生老三时个个亲人都叫我送人，我就不干，别人再好都没有我心痛。带得好,0
2025/3/10 6:25,开了半年的这种老爷车，手动挡不会开了，我老公说让我大胆开一回就熟悉了。我的感觉不会错的，所以我没碰老公的车了，这不是开玩笑啊！这不是怕不怕的问题，是脚习惯了踩两个的，在换三个踏板的，真的不会了。,0
2025/3/10 21:22,我只要不需要加油时。都把脚放在刹车上。,0
2025/3/10 21:42,如果是亲妈，就算没有大货车，也会立刻跑过去看看有没有摔伤，有没有摔痛。,1
2025/3/10 23:30,这是人干的事吗？,1
2025/3/11 9:47,啊，我一般看红绿灯有30s以上我才挂N拉手刹，不然就是踩刹车D挡，而且我发现，90%的都是踩着刹车的啊，刹车灯基本都是亮的。我开始还觉得是不是自己多余操作了，现在想想，还是要改改这习惯,0
2025/3/11 14:34,开车，学车都知道，不要跟大货车太近，骑电瓶车，最好不要在大货车后面，盲区很难发现的,0
