timestamp,content,label
2025/3/25 17:36,@日月共证（倾听者） [泪奔][泪奔][泪奔][泪奔],0
2025/3/26 1:33,兄弟们美团评论区见,0
2025/3/26 7:18,佩服[赞],0
2025/3/26 8:17,这属于高情商的人，不像我们这种低情商的又笨嘴笨口，笨手。,0
2025/3/26 11:20,不应该只报交警，还要报110，让扫黑除恶组过来扫黑除恶,1
2025/3/27 21:33,他能站在这里道歉，不是认识到错误了，是感到害怕了[赞],1
2025/3/28 14:07,这女的真把我问住了，我还真不知道什么叫使馆车？什么叫外交豁免权？,0
2025/3/29 14:10,这种人是怎样坐到这种职位上的，难以理解！！！,1
2025/3/29 14:29,平时就飞扬跋扈惯了[撇嘴],1
2025/3/29 17:52,想知道后续，这种人有没有着收拾,1
2025/3/29 18:09,还好这个男人比较理智，遇到这种婆娘真的恼火??,1
2025/3/29 18:17,我今天高速服务区也遇到了，一个老孃开门peng一声给我碰门把手了，她还在车上一直跟同车的说笑直到我下车都没关门，我哈就起火了喊她开门小心点给我碰多大一声，结果开车的师傅给我道的歉然后就走了，幸好没啥印子，有印子高低要骂她一顿，气死我了,1
2025/3/29 18:34,我上次坐在车上 还是一个年轻小伙子??一声开门撞我车上，我下车给他讲，打死不承受撞了，都有印子都不承认，我说我车全是摄像头，拍下来了的，我喊他来看，他才不说话，我说你一个大男人 撞了就承认，道个歉，我还没喊你赔，你就这样我就报警处理；他还在解释，就是不说对不起，真的无语,1
2025/3/29 18:51,我停车开门都会用手护着门边，孩子我都不允许他们开门，都让他们等着我给他们开门～,0
2025/3/29 19:27,给她点颜色看看,1
2025/3/29 20:05,报警—赔钱—老实,1
2025/3/29 20:07,但是说真的，你自己停车靠线那么近[捂脸][捂脸],0
2025/3/29 20:08,过年在高速服务区也发生了这种事。 别人开门砰的一声。门凹了一点  大过年的给我们包了个小红包意思意思,0
2025/3/29 22:17,这个厉害????还正军级[看][看][看],0
2025/3/29 23:29,怪不得，都在削尖了脑袋谋官当,1
