timestamp,content,label
2025/1/11 0:46,危险行为，请勿模仿[抠鼻],0
2025/1/11 0:52,@The 12 @Fly  Away 开箱,0
2025/1/11 1:54,@? @熙哮 @车尔东南西北,0
2025/1/11 8:05,@菠萝菠萝蜜 [捂脸],0
2025/1/11 9:13,@GG　Bond,0
2025/1/11 9:30,@知道嘛 @01 @拉开oalal [捂脸],0
2025/1/11 9:51,我以为我音频卡了呢,0
2025/1/11 9:53,@珈萧 @阳光它实在美好，就是美好的一天吗 @楠枰,0
2025/1/11 10:30,@张禹欣Lin,0
2025/1/11 10:51,@陈思博 @周ē?ī @DREAM.6 @邪恶的大蒜 @子言慕雨 @脑袋困掉了??,0
2025/1/11 11:04,@大帅哥 @90s @oayllams,0
2025/1/11 11:11,@眼睛有点痛 @我是眼睛先闭上 @坤坤bond @Everything  wins @早点睡/ @LH @?????? 看着我懵懵的[绿帽子],1
2025/1/11 11:11,@對不起初見 @形单影只 @遇煜郁,0
2025/1/11 11:16,《国外合法场地拍摄》[绿帽子],1
2025/1/11 11:25,@Purr追鱼??,0
2025/1/11 11:27,@py @清雨依旧 @七尘 @许七?? @贝利亚大王（少萝版） @说永远 @芯易 @YNA @阿康. @一声龟内打碎我的突破梦 @牧四尘,0
2025/1/11 11:47,@庚 夕子 @叶?? @渔火不休 @.......,0
2025/1/11 11:51,@Ada @执手不忆殇璃 @Aspiring person @Andrew@ @-Wules @nobu @听缘行事 @快乐的西葫芦 [捂脸][捂脸][捂脸][赞][赞],0
2025/1/11 12:04,@翻斗花园5号 集装箱寻宝,0
2025/1/11 12:11,@愉鱼愉? @月作衣 @米糊糊糊 @attm.45 @吃不吃炸鸡腿 @京尾痣.,0
2025/1/11 12:24,@余欢.,0
2025/1/11 12:32,？？？,0
2025/1/11 12:35,@WakeupF1lty @嘉xixi 唉不是？,0
2025/1/11 12:38,@普普通通_ @亚A+ @拌半瓣斑马鱼寿司 @WINTER??? @永恆信 @zddlhoscxtte @五溪 [捂脸],0
2025/1/11 13:14,@不 @我是名字 @ded1cati0n @117 @不扣篮不改名 @昱吱吱 @Ac,0
2025/1/11 13:20,@躺平猫猫 @用户9412766822036 @I2day @平行线永不相交 @时时想要玩 @雾海 @小奕 @420 @Hazy_7 @超级艹根 @ξ?? @只和你 @超级阿飞 @zzZ @康康一号 @喜多川海梦 @小朱崽.7 @遲 @?兴? @丶   强哥 @??桃之夭夭?? @有舍才有得 @? @蟑螂恶霸Promax远峰蓝 @织雾弦 @延绪 @活化能,0
2025/1/11 13:22,@DrEazyH @不爱喝咖啡 @l1p,0
2025/1/11 14:01,@凉白开# @星期四 @拾荒者,0
2025/1/11 14:16,@对方已老实 @饿就吃震慑冷就穿藤甲贱就吃原神黄就找阿瑟,1
2025/1/11 14:19,@屑老板,1
2025/1/11 14:34,@bbc2in @?慧子? @就皇，怎？ @幸福的小菜菜 @YiYiv @别吵我吃饭、 @NCT127 @yyyjjc_1115 @4uoki,0
2025/1/11 14:35,@大帅比 @菠萝门 @愿逐月华 @? @明末耐掐王 ？,0
2025/1/11 14:57,黄金为什么还要走私，,0
2025/1/11 16:28,@狸花猹吧猹 @陈述 @书窈 @稻香 @芜i @小兔子给你邦邦两拳 @淼淼喵 @灰姑娘要升仙,0
2025/1/11 16:35,@郁金香哪有姐姐的浴巾香,1
2025/1/11 17:08,@~%?…;# *’☆&℃$︿★?,0
2025/1/11 18:08,@每天拉一泡屎 @mmmmmz @阿喜洋洋洋,0
2025/1/11 21:44,@??????????????_゜,0
2025/1/12 0:18,@浩崽崽 @倾辞,0
2025/1/12 5:50,@狗阿狗阿,1
2025/1/12 9:24,@无敌姜大王 @一滴水,0
2025/1/12 9:31,@长街 @broken whispers @一個左撇子,0
2025/1/12 9:56,@63岁嫁给豚踢兔 @不要007,1
2025/1/12 10:39,@樱满集,0
2025/1/12 10:40,@农夫三拳有点痛 @金鱼6 @心之怪盗团团长 @波风水门「青年」 @小星星 @奔驰的小野马.,0
2025/1/12 10:43,@柠汐缘,0
2025/1/12 10:46,@漪 @TWG,0
2025/1/12 10:49,孙悟空：吐刀乐，吐刀乐,0
2025/1/12 10:52,@盏,0
2025/1/12 11:02,@calm啊 逆天集装箱盲盒开箱视频,0
2025/1/12 11:17,@不要伞 ？,0
2025/1/12 11:50,@我吃饭的时候不饿 @电话打不通 @加载失败 @我背带呢 @一条麻辣鱼,0
2025/1/12 12:01,@B11,0
2025/1/12 12:42,@洋葱,0
2025/1/12 14:29,@春风.,0
2025/1/12 14:46,@Faye. @l-vvi @忆安,0
2025/1/12 15:10,@愧,1
2025/1/12 15:19,@菜徐坤,0
2025/1/12 15:34,@柴不理你呢！ [赞],0
2025/1/12 15:45,@知道嘛 @tsouly @01 [捂脸],0
2025/1/12 15:52,@搜索要@的人,0
2025/1/12 15:52,@XXZHU,0
2025/1/12 15:57,@椰子?? @不几道嘞 @7安 @风渐 @花火 @无恙 @夜莺 @愁煞 @你有新的通知 @茉莉奶绿人柱力 不对[尬笑],0
2025/1/12 16:09,@不吐葡萄皮,0
2025/1/12 16:09,@cjl,0
2025/1/12 16:35,NB[赞],0
2025/1/12 16:50,@零湉 [宕机],0
2025/1/12 16:52,@彩色的时间染上空白 @迟到 @hi  3 @竹海 @莫愁莫愁 @春风给你听 @努力的小荆（专注美妆） @misu,0
2025/1/12 17:29,[666][666][666],0
2025/1/12 17:35,@盐巴 @哪里不会点哪里2.0 @Like too……,0
2025/1/12 17:38,@冰岛椰汁??.,0
2025/1/12 18:07,@毛老师??（我真的是朴志晟唯一梦女） @01_ @Kill.,1
2025/1/12 19:54,@不爱吃粑粑 @炎 @莴笋 @冷笑话,0
2025/1/12 20:02,@Will @Cirrio @嘘嘘儿,0
2025/1/12 20:52,@财源广进万事如意身体健康前程似锦,0
2025/1/12 21:45,@北京国邦奥迪配件 这对吗[宕机],0
2025/1/13 0:28,@JARVIS @HwanHee. 这集更是传统文化大创新,0
2025/1/13 0:34,@师基叔叔 [捂脸][捂脸][捂脸],0
2025/1/13 2:52,我的消费期限，快仨月了，还没回来[宕机],0
2025/1/13 8:05,@qvp @Dreamboat @贝利亚.,0
2025/1/13 8:08,@隔壁王叔叔 @偃卧空灵,0
2025/1/13 8:23,@刘刚蛋儿,1
2025/1/13 8:42,@名为痛,1
2025/1/13 8:46,@时节不居 @一只摆烂仔 @一花 @Frieren @绘暮,0
2025/1/13 8:47,@水映云 @46x [捂脸],0
2025/1/13 8:49,@星河3568,0
2025/1/13 8:57,@怪蜀黍 @gg @不喜欢秋冬???? @憙惋 @? ?????? @江禾 @泡泡鱼 [不你不想][不你不想][不你不想],0
2025/1/13 9:01,@她对爱收放自如 @麻子大王??,0
2025/1/13 9:01,@绀海墨歆つ,0
2025/1/13 9:02,@HAMAz @象形字 @wkd,0
2025/1/13 9:17,@小鸟游六花 [憨笑],0
2025/1/13 9:20,？,0
2025/1/13 9:21,@盐水鸭没香菜不行 @空Kuu @二九八 @YOU. @光屁屁怪兽 @LingS @??? @狂人小fa ？,0
2025/1/13 9:25,@猛男 @cs大王 @AA专业建材批发庞哥 @y＇-_-＇ @bizzobee?? @奇怪的加贝 @小可爱?? @云紫来兮 @人生赢家 @Neymar jr @喜来登 @既望 @悲伤的皇帝 @快翻开本草纲目 @禧兜 @芒果椰椰。 @czh @吹吹诺坎普的晚风 ?,0
2025/1/13 9:30,@當葒↗ゞ亼粅 @donk @艺术就是… @藤原拓海依然深爱着树,0
2025/1/13 9:34,@姜木 @春酲 @H.He,0
2025/1/13 9:42,@84岁轮椅过弯 @迟早会3,0
2025/1/13 9:45,@E,0
2025/1/13 9:46,@九月的柿子?? 来看集装箱盲盒,0
2025/1/13 9:46,@君语天晴 @桃枝 @2K猿人 @杏织桜奈 @echo-7s,0
2025/1/13 9:48,@来た行った,0
2025/1/13 9:49,@哲学蛙:-),0
2025/1/13 9:57,@于意.. @Stay with me @LL.. @我爱玩手机 @给我一盒喝不完的伊利牛奶 @蔡一毛 @窗花 @努力中??,0
2025/1/13 9:58,@爱笑会发财,0
2025/1/13 10:11,@腻 @依然念 @113. @Yuouii @今天晚饭吃什么? @没有名字 @底色 @天狼狼狼狼 @迪迦奥特曼 @颜言 @辉 @莫离予 @我应该不玩三国杀 @神王 @野性之心古夫,0
2025/1/13 10:12,@长矛沾屎戳谁谁屎 [泪奔],1
2025/1/13 10:15,@梦中寻光,0
2025/1/13 10:26,@锚没有九条命 @阿咬不吃冰淇淋 @轻狂 @yeee @想在你身边 @Moonlight??. @R. @。。。。。。。。。。。。。 @YU??,0
2025/1/13 10:28,@??，，。 @wjy @禁止内耗 @鹅城暴躁市民 @呼噜 @??陸向北,0
2025/1/13 10:37,@干设计不如spa 笑死了,0
2025/1/13 10:48,@恋如雨止 @アビス,0
2025/1/13 10:51,@用户1487,0
2025/1/13 10:52,@花殇 @Adios @不改 @jjjjkllllll ？[微笑],0
2025/1/13 11:08,开除水枪,1
2025/1/13 11:09,@瞎子给聋子吹唢呐 @??·,1
2025/1/13 11:09,谁教你这么剪的[暗中观察],1
2025/1/13 11:12,@晚喻不喻. @椒麻鱼. @Kobe  and  Gigi @这周我可以 @超级搓泥宝 @折九. @yyy06 @赖叽～ @bb @崽 @志武 @zbq @？ @Zz? @我和罗本学滑跪???????? @Fantacy @爱我你怕了吗 @路安 @…！ @柒柒柒柒柒柒柒 @M o r t a l @呱呱 @。。 @RQ-Yosh 在座的各位，谁没看过集装箱盲盒，那真是有点没生活,0
2025/1/13 11:19,@不想当细狗 @丑小鹅 @嘤语老师 @你听得到 @我真没骂人,0
2025/1/13 11:20,@绫华の夫 @盖亚 @东头 @Akame. @扬帆起航 @天色 @肛之裂·杨 @夏日之光 @kunnnn,0
2025/1/13 11:20,逆天,1
2025/1/13 11:26,@余生予我 。?,0
2025/1/13 11:39,@?小齐? 他怎么不太上老君和金角银角锻刀大赛，看谁炼出的孙悟空火眼金睛又大又圆呢[黑脸],1
2025/1/13 11:53,@biu……???? 天赋,0
2025/1/13 11:56,@陳夜煩,1
2025/1/13 12:16,@我是An 94,0
2025/1/13 12:16,[捂脸][捂脸][捂脸],0
2025/1/13 12:32,@Sssssuyou_0625 @没有小猫活不了,0
2025/1/13 12:37,@缘为冰ice ?,0
2025/1/13 12:44,@上流雷霆嘎巴 emmmmmmmmmmmmm,0
2025/1/13 12:44,[宕机],0
2025/1/13 12:55,多跑几趟一次少拉点也比这样强啊[捂脸],0
2025/1/13 13:15,@何,0
2025/1/13 13:27,@燦烂 @pp???????★ @九州 @古城潇鞘 @?? 顶级集装箱,0
2025/1/13 13:32,@潮田渚,0
2025/1/13 14:27,@迪达拉[秽土转生] @翁 @为什么会有啊哦，参与学员过多，请稍后领取,0
2025/1/13 14:49,@惗雾眠. @ALPAKINO_ @不知道~,0
2025/1/13 15:53,1:13,0
2025/1/13 15:56,1:12,0
2025/1/13 16:54,[666][666][666],0
2025/1/13 18:38,@画里迎风 @钟猫i,0
2025/1/13 18:40,@一夏天都是她. @““f @Kddd ？,0
2025/1/13 20:20,@Jie.,0
2025/1/13 20:35,@星际· @回过去 @暮cy春 @绝世夺命把子糖?? @八肠是你董事长给我让着她 [捂脸][OK],0
2025/1/13 21:47,@饮月 @白鸽巡礼 @释婺 @小?夏大王???? @芙了个宁娜 @例题??,0
2025/1/13 22:55,@临风??? @lope 这对吗,0
2025/1/13 23:45,@十七·? 。,0
2025/1/14 8:40,@神明 @z @old six！ @星空的物语 @小小小流星,0
2025/1/14 15:19,@fsngbf @心如止水 @卿 @雨落梧桐花满天 @clumsy @非e任,0
2025/1/14 16:30,不能用黄金做一个传动轴吗,0
2025/1/14 20:26,@友梧,0
2025/1/14 21:34,没收的东西，基本都是，值钱的东西，最后到哪去了都不知道，要不怎么海关待遇非常好,1
2025/1/14 22:24,"这4,000万到底是谁出的[灵机一动]",0
2025/1/15 9:34,入境还好，要是出镜，更缺德[捂脸][捂脸],1
2025/1/15 10:55,800美元的邮筒，哪里要，我有一亿个。,1
2025/1/15 11:03,安娜每次都看穿，就是每次都不拿[捂脸],0
2025/1/15 11:42,越南也喝这种酒吗[笑哭]我这莫名其妙的笑点转转快给我收了吧[捂脸],0
2025/1/15 11:55,这节目叫什么名字,0
2025/1/15 12:29,终于看到亏本的了[捂脸],0
2025/1/15 12:40,马修赚过吗,1
2025/1/15 12:47,@小楼夜雨 @小荠 @懒羊羊大王 @南波1莱wen,0
2025/1/15 13:24,中国到欧洲的集装箱平均价值为14万美金。这个节目从哪找到这么多的不值钱的箱子？,1
2025/1/15 13:47,马修就是个棒槌,1
2025/1/15 14:08,如果都是违禁品，那不是白出钱了,1
2025/1/15 14:11,马修一买就知道他又亏了,1
2025/1/15 14:20,[赞][赞][赞],0
2025/1/15 14:28,这些都是剧本节目,0
2025/1/15 14:32,真真假假无所谓，主要是人家能让你喝汤。咱们这要是这么拍卖。亏得你裤衩子都没了。,1
2025/1/15 15:06,又是被人点炮了，不然怎么这么精准,1
2025/1/15 15:41,那个破铁桶800美元?你还能说的再离谱一点儿吗,1
2025/1/15 16:13,木桶卖1000美元？,1
2025/1/15 16:20,这么精彩的广告，必须配上一个投诉加拉黑,1
2025/1/15 16:34,两个油桶，每个800美元，我就纳闷这些破烂去哪能卖800美元，每次都是一些破烂自己估价，谁会要呢,1
2025/1/15 16:34,每期都说你打一天螺丝就回来[宕机],1
2025/1/15 16:36,用老头老太太，全给他裹上金牙,1
2025/1/15 16:37,@马猴烧酒 @塔野薰 @Crystal @马?7 @?星星点灯??,0
2025/1/15 17:26,垃圾,1
2025/1/15 17:28,终于刷到你了 现在全是外国人[流泪]差点找不到你了[流泪][流泪],0
2025/1/15 18:05,@妄娶雏田,1
2025/1/15 18:33,假如有个二斤的黄金腰带会被定走私黄金吗？,0
2025/1/15 18:36,@社恐电蚂蚱 @埋&行＄???,1
2025/1/15 18:40,蓉城座椅??，一路做回来犯法吗,1
2025/1/15 18:44,来个中国义乌的集装箱,0
2025/1/15 18:47,为什么每次都是这十几个人？,1
2025/1/15 18:48,[抱抱你][玫瑰],0
2025/1/15 20:12,没收了么,0
2025/1/15 20:18,@五十岚寻明,0
2025/1/15 20:18,[666][666][666],0
2025/1/15 20:38,[666][666][666],0
2025/1/15 21:00,国外黄金比中国价格低一半,0
2025/1/15 21:01,这些视频到底是哪里来的 [黑脸],1
2025/1/15 21:02,直接和两个人达成合作，不行吗？就5000美刀，每人一半。先别拍不行。,0
2025/1/15 21:06,盲盒，人家睁眼装，你闭眼挑,0
2025/1/15 21:07,安娜？之前不是叫球姐吗 [微笑],0
2025/1/15 21:14,[赞][赞][赞],0
2025/1/15 21:18,没事的，老黑破产就去跑刀了,1
2025/1/15 21:26,终于不是外国妞了，还是这种有意思,1
2025/1/15 21:28,马修亏的次数最多,0
2025/1/15 21:34,我要多少把大坝才能摸出来这么多[暗中观察]？,0
2025/1/15 21:37,被点了,0
